Course Desc,T1Grd,T2Grd,T3Grd,T4Grd,Exam,FG,Gender,Grade,Department,CrsNo,Year,Level,Credit
Pre-Calculus ACP,A,A-,A,A-,,A,M,12,MAT,5191,2019,ACP,5
Pre-Calculus ACP,B,B+,B,B+,,B,F,12,MAT,5191,2019,ACP,5
Pre-Calculus ACP,A,NP,NA,C,,B,F,12,MAT,5191,2019,ACP,5
Pre-Calculus ACP,C,C,C-,C,,C,M,12,MAT,5191,2019,ACP,5
AP Statistics,B-,B-,C-,C,,C,M,12,MAT,5051,2019,H,5
AP Calculus 4 AB,B+,C,C,B,,B-,M,12,MAT,5081,2019,H,5
Class Aide Math,,,P,P,,P,M,12,MAT,5801,2019,N,2.5
AP Calculus 4 AB,A-,A-,A-,B+,,A-,F,12,MAT,5081,2019,H,5
Business Math CP,A-,A,B-,A,,A-,M,12,MAT,8581,2019,CP,5
Math 3  CP,C,B,NB-,B,,B-,F,12,MAT,5431,2019,CP,5
Intro to Computer Science ACP,B+,F,C,F,,F,F,12,MAT,5491,2019,ACP,2.5
AP Calculus 4 AB,A,A,A,A,,A,F,12,MAT,5081,2019,H,5
Intro to Calculus ACP Acc,A-,A,A-,B+,,A-,M,12,MAT,5141,2019,ACP,5
Math 3 ACP,A,A,A,A-,,A,F,12,MAT,5181,2019,ACP,5
AP Calculus 4 AB,A,A,A,A-,,A,F,12,MAT,5081,2019,H,5
AP Calculus 4 BC,A,A,B+,A-,,A-,M,12,MAT,5041,2019,H,5
Intro to Calculus ACP Acc,B,C,C,C-,,C+,F,12,MAT,5141,2019,ACP,5
AP Calculus 4 AB,B-,B-,C+,B-,,B-,M,12,MAT,5081,2019,H,5
Topics in Pre-Calculus CP,A-,B-,D,B,,B-,M,12,MAT,5441,2019,CP,5
AP Calculus 4 BC,A,A,A-,B+,,A-,F,12,MAT,5041,2019,H,5
AP Statistics,A-,A,A,A,,A,F,12,MAT,5051,2019,H,5
Computer Science Principles H,A,A,A,A,,A,F,12,MAT,5531,2019,H,5
AP Calculus 4 AB,A,A-,B,A-,,A-,M,12,MAT,5081,2019,H,5
Pre-Calculus ACP,B,B-,B+,B+,,B,M,12,MAT,5191,2019,ACP,5
Intro to Calculus ACP Acc,A-,A-,A,A,,A,F,12,MAT,5141,2019,ACP,5
AP Calculus 4 AB,A-,A-,A,A-,,A,M,12,MAT,5081,2019,H,5
Intro to Calculus ACP Acc,C+,C-,C-,C,,C,F,12,MAT,5141,2019,ACP,5
Intro to Calculus ACP Acc,,,C,M,,B-,M,12,MAT,5141,2019,ACP,5
AP Calculus 4 AB,B+,C+,D+,C-,,C,M,12,MAT,5081,2019,H,5
AP Calculus 4 AB,B,D+,C+,B-,,C+,F,12,MAT,5081,2019,H,5
Intro to Calculus ACP Acc,B+,B+,B,C,,B,F,12,MAT,5141,2019,ACP,5
Pre-Calculus ACP,A,A,A,B+,,A-,M,12,MAT,5191,2019,ACP,5
ComputerProgramming H,,B,A,A,,A,M,12,MAT,5511,2019,H,2.5
AP Calculus 4 BC,A,A,A-,A,,A,M,12,MAT,5041,2019,H,5
ComputerProgramming H,A,A,A,A,,A,M,12,MAT,5511,2019,H,2.5
AP Calculus 4 AB,A,A,A,A,,A,M,12,MAT,5081,2019,H,5
Computer Science Principles H,A,A,A,A,,A,M,12,MAT,5531,2019,H,5
AP Calculus 4 BC,A,A,A,A,,A,M,12,MAT,5041,2019,H,5
Computer Science Principles H,A,A,A,A,,A,M,12,MAT,5531,2019,H,5
AP Calculus 4 BC,A,A,B,A-,,A-,M,12,MAT,5041,2019,H,5
AP Calculus 4 BC,A,A-,A-,B,,A-,M,12,MAT,5041,2019,H,5
AP Statistics,A-,A,B+,A,,A,M,12,MAT,5051,2019,H,5
Business Math CP,A,A,B+,A,,A,F,12,MAT,8581,2019,CP,5
AP Statistics,B,C,B,D-,,C,F,12,MAT,5051,2019,H,5
Intro to Calculus ACP Acc,D+,C-,D+,D,,D+,F,12,MAT,5141,2019,ACP,5
AP Calculus 4 AB,A-,B+,A,A-,,A-,M,12,MAT,5081,2019,H,5
Intro to Calculus ACP Acc,A-,B,B+,B-,,B,M,12,MAT,5141,2019,ACP,5
AP Calculus 4 BC,B+,A-,B+,B,,B+,F,12,MAT,5041,2019,H,5
AP Statistics,B+,A,A,A,,A,F,12,MAT,5051,2019,H,5
Business Math CP,,,NC,NF,,N,M,12,MAT,8581,2019,CP,5
AP Statistics,A-,B,A,B,,B+,M,12,MAT,5051,2019,H,5
Intro to Calculus ACP Acc,A-,A-,B+,B+,,A-,M,12,MAT,5141,2019,ACP,5
Intro to Calculus ACP Acc,B+,A,A-,A-,,A-,F,12,MAT,5141,2019,ACP,5
ComputerProgramming H,A,B+,NA,A,,A,F,12,MAT,5511,2019,H,2.5
Math 3  CP,B+,A-,B,A-,,A-,F,12,MAT,5431,2019,CP,5
AP Calculus 4 AB,B+,A-,B,C+,,B,F,12,MAT,5081,2019,H,5
Business Math CP,B-,C+,D-,A,,B-,M,12,MAT,8581,2019,CP,5
Intro to Calculus ACP Acc,B,A-,B-,C,,B-,M,12,MAT,5141,2019,ACP,5
ComputerProgramming H,A,A,A,A,,A,M,12,MAT,5511,2019,H,2.5
AP Statistics,A,B+,B,B+,,B+,M,12,MAT,5051,2019,H,5
AP Calculus 4 AB,A-,B,B,B+,,B+,M,12,MAT,5081,2019,H,5
AP Calculus 4 AB,B+,B-,C+,C,,B-,F,12,MAT,5081,2019,H,5
Pre-Calculus ACP,A-,A,NA-,NC+,,B+,M,12,MAT,5191,2019,ACP,5
AP Calculus 4 BC,A,A-,B+,C,,B+,F,12,MAT,5041,2019,H,5
ComputerProgramming H,A,A,A-,B+,,A,F,12,MAT,5511,2019,H,2.5
AP Calculus 4 BC,A,B+,B,B,,B+,F,12,MAT,5041,2019,H,5
AP Statistics,A,B+,A,A,,A,F,12,MAT,5051,2019,H,5
Topics in Pre-Calculus CP,B+,B,C+,B,,B,M,12,MAT,5441,2019,CP,5
Comp Programming ACP,A-,A-,A-,A,,A-,M,12,MAT,5521,2019,ACP,2.5
AP Calculus 4 BC,A,A,A,A-,,A,M,12,MAT,5041,2019,H,5
AP Calculus 4 AB,A,B+,B+,A-,,A-,M,12,MAT,5081,2019,H,5
AP Calculus 4 BC,A,A,B+,B+,,A-,M,12,MAT,5041,2019,H,5
Computer Science Principles H,A,A,A,A,,A,M,12,MAT,5531,2019,H,5
AP Calculus 4 BC,A-,A,A,A,,A,M,12,MAT,5041,2019,H,5
Topics in Pre-Calculus CP,B,C,D+,D-,,C,M,12,MAT,5441,2019,CP,5
AP Calculus 4 AB,A,A,A,A-,,A,F,12,MAT,5081,2019,H,5
ComputerProgramming H,A,A-,A,A-,,A,F,12,MAT,5511,2019,H,2.5
Pre-Calculus ACP,B+,B+,B,C+,,B,F,12,MAT,5191,2019,ACP,5
AP Calculus 4 AB,A,A,A,A,,A,F,12,MAT,5081,2019,H,5
AP Calculus 4 BC,A,A,A,A-,,A,M,12,MAT,5041,2019,H,5
AP Calculus 4 AB,A,A,A,A-,,A,F,12,MAT,5081,2019,H,5
Intro to Calculus ACP Acc,A-,B+,B-,C,,B,M,12,MAT,5141,2019,ACP,5
Computer Science Principles H,A-,A,B,A-,,B+,M,12,MAT,5531,2019,H,5
AP Calculus 4 BC,A,A,A,B+,,A,M,12,MAT,5041,2019,H,5
AP Calculus 4 AB,A-,B+,A-,A-,,A-,F,12,MAT,5081,2019,H,5
Math 2 ACP,NA-,A-,B,B-,,B+,M,12,MAT,5171,2019,ACP,5
AP Calculus 4 BC,B+,A-,B,B-,,B,F,12,MAT,5041,2019,H,5
Math 3 ACP Accelerated (Pre-Calculus),A-,A-,B,A,,A-,M,12,MAT,5131,2019,ACP,5
AP Calculus 4 BC,A,A,A,A,,A,M,12,MAT,5041,2019,H,5
AP Calculus 4 AB,A,NB+,NB-,NB-,,B,F,12,MAT,5081,2019,H,5
Pre-Calculus ACP,B-,B-,B-,C+,,B-,M,12,MAT,5191,2019,ACP,5
AP Calculus 4 AB,A,A,A,A,,A,F,12,MAT,5081,2019,H,5
Pre-Calculus ACP,B-,B,NC,D+,,C+,M,12,MAT,5191,2019,ACP,5
AP Calculus 4 BC,B+,B,B-,A-,,B,M,12,MAT,5041,2019,H,5
Pre-Calculus ACP,B,A-,B,B-,,B,M,12,MAT,5191,2019,ACP,5
Topics in Pre-Calculus CP,A,B+,A-,A,,A,F,12,MAT,5441,2019,CP,5
Topics in Pre-Calculus CP,NF,D,NF,B,,D-,M,12,MAT,5441,2019,CP,5
Intro to Computer Science ACP,A,A,A,A,,A,M,12,MAT,5491,2019,ACP,2.5
Business Math CP,NB,A-,NB-,A,,B+,M,12,MAT,8581,2019,CP,5
Math 3 ACP,,B,C,B-,,B-,F,12,MAT,5181,2019,ACP,5
AP Calculus 4 AB,A,B+,B-,B,,B+,F,12,MAT,5081,2019,H,5
AP Calculus 4 AB,A,B+,B,B+,,A-,M,12,MAT,5081,2019,H,5
Intro to Calculus ACP Acc,C,B,B-,B+,,B-,F,12,MAT,5141,2019,ACP,5
Pre-Calculus ACP,B+,B+,B,B,,B+,M,12,MAT,5191,2019,ACP,5
Pre-Calculus ACP,B,B+,NB-,C,,B-,M,12,MAT,5191,2019,ACP,5
AP Statistics,C+,B-,B,B,,B-,M,12,MAT,5051,2019,H,5
Intro to Calculus ACP Acc,B-,C,C,D+,,C,M,12,MAT,5141,2019,ACP,5
Intro to Calculus ACP Acc,A,A,A,A,,A,F,12,MAT,5141,2019,ACP,5
AP Statistics,B+,A-,B,B-,,B,M,12,MAT,5051,2019,H,5
AP Calculus 4 AB,A,A-,B,B-,,B+,M,12,MAT,5081,2019,H,5
AP Calculus 4 AB,A,A-,A-,A,,A,F,12,MAT,5081,2019,H,5
AP Statistics,A,A,A,A,,A,F,12,MAT,5051,2019,H,5
AP Calculus 4 AB,A,A,A,A,,A,F,12,MAT,5081,2019,H,5
ComputerProgramming H,A,A,A,A,,A,F,12,MAT,5511,2019,H,2.5
AP Calculus 4 AB,A,A-,A,A,,A,F,12,MAT,5081,2019,H,5
Intro to Calculus ACP Acc,B,C+,C-,F,,C-,M,12,MAT,5141,2019,ACP,5
AP Calculus 4 BC,A,A,A,B,,A,F,12,MAT,5041,2019,H,5
Intro to Calculus ACP Acc,B,B,D-,M,,C+,F,12,MAT,5141,2019,ACP,5
Pre-Calculus ACP,A,A-,A-,A,,A-,F,12,MAT,5191,2019,ACP,5
Pre-Calculus ACP,A-,A-,A-,A-,,A-,F,12,MAT,5191,2019,ACP,5
AP Calculus 4 BC,B,B,B,B-,,B,F,12,MAT,5041,2019,H,5
AP Statistics,A,A,A,A,,A,M,12,MAT,5051,2019,H,5
AP Calculus 4 AB,A,A,A,A,,A,M,12,MAT,5081,2019,H,5
Computer Science Principles H,A-,A,A,A,,A,M,12,MAT,5531,2019,H,5
AP Calculus 4 AB,A-,B,B+,B+,,B+,M,12,MAT,5081,2019,H,5
Intro to Calculus ACP Acc,A,A,A,A,,A,F,12,MAT,5141,2019,ACP,5
AP Calculus 4 AB,A-,B,B,A-,,B+,M,12,MAT,5081,2019,H,5
AP Calculus 4 AB,B,A-,B+,C+,,B,F,12,MAT,5081,2019,H,5
AP Calculus 4 BC,A,A,A,A,,A,M,12,MAT,5041,2019,H,5
Intro to Calculus ACP Acc,B+,A-,B,C+,,B,M,12,MAT,5141,2019,ACP,5
AP Statistics,A-,B,A,B,,B+,F,12,MAT,5051,2019,H,5
AP Calculus 4 AB,A,B,A,B,,A-,F,12,MAT,5081,2019,H,5
AP Calculus 4 BC,B,A-,B+,C+,,B,M,12,MAT,5041,2019,H,5
AP Calculus 4 BC,A,A,A,A,,A,M,12,MAT,5041,2019,H,5
AP Statistics,A-,A,A-,B+,,A-,F,12,MAT,5051,2019,H,5
AP Calculus 4 AB,A-,A-,B+,A-,,A-,F,12,MAT,5081,2019,H,5
Pre-Calculus ACP,A,B,A-,B+,,A-,F,12,MAT,5191,2019,ACP,5
Pre-Calculus ACP,B-,C,B,D+,,C+,M,12,MAT,5191,2019,ACP,5
Pre-Calculus ACP,A,B+,A,B+,,A-,F,12,MAT,5191,2019,ACP,5
Pre-Calculus ACP,A,A,A,A,,A,M,12,MAT,5191,2019,ACP,5
Comp Programming ACP,B+,A,A-,A-,,A-,M,12,MAT,5521,2019,ACP,2.5
AP Calculus 4 BC,A,A,A,A-,,A,M,12,MAT,5041,2019,H,5
Topics in Pre-Calculus CP,C-,ND+,NF,NF,,F,F,12,MAT,5441,2019,CP,5
AP Statistics,A,A,A,A,,A,F,12,MAT,5051,2019,H,5
AP Statistics,B+,B,B,B-,,B,M,12,MAT,5051,2019,H,5
Intro to Calculus ACP Acc,B-,B+,B,C,,B-,M,12,MAT,5141,2019,ACP,5
AP Statistics,B,C+,B-,D+,,C+,F,12,MAT,5051,2019,H,5
Intro to Calculus ACP Acc,B,B-,C+,D,,C+,F,12,MAT,5141,2019,ACP,5
Intro to Calculus ACP Acc,B+,B,B+,B+,,B,M,12,MAT,5141,2019,ACP,5
AP Statistics,A-,B,B,B-,,B,M,12,MAT,5051,2019,H,5
AP Calculus 4 AB,B+,B-,B-,C,,B-,M,12,MAT,5081,2019,H,5
Topics in Pre-Calculus CP,B,B-,B-,A,,B,M,12,MAT,5441,2019,CP,5
Comp Programming ACP,A-,A,A,A,,A,M,12,MAT,5521,2019,ACP,2.5
Intro to Calculus ACP Acc,A-,A-,B,C,,B,M,12,MAT,5141,2019,ACP,5
Intro to Calculus ACP Acc,A-,B,A-,B+,,B,F,12,MAT,5141,2019,ACP,5
AP Calculus 4 BC,A,A,A,A,,A,F,12,MAT,5041,2019,H,5
AP Statistics,A-,A-,A-,B+,,B+,M,12,MAT,5051,2019,H,5
Pre-Calculus ACP,A,A,A,A,,A,M,12,MAT,5191,2019,ACP,5
Intro to Calculus ACP Acc,B+,A-,B,B+,,B+,M,12,MAT,5141,2019,ACP,5
Pre-Calculus ACP,A-,A,A,B+,,A,M,12,MAT,5191,2019,ACP,5
AP Calculus 4 BC,A,A-,A,A-,,A-,F,12,MAT,5041,2019,H,5
Class Aide Math,,,A,A,,A,F,12,MAT,5801,2019,N,2.5
Class Aide Math,,,A,A-,,A,F,12,MAT,5801,2019,N,2.5
AP Statistics,A,A,A,A,,A,M,12,MAT,5051,2019,H,5
ComputerProgramming H,A,A,A,A,,A,M,12,MAT,5511,2019,H,2.5
AP Statistics,B-,B-,B-,C,,C+,M,12,MAT,5051,2019,H,5
Intro to Calculus ACP Acc,B,B,B+,B-,,B,M,12,MAT,5141,2019,ACP,5
AP Calculus 4 AB,A,A,A,A,,A,F,12,MAT,5081,2019,H,5
Topics in Pre-Calculus CP,B+,A-,B-,B,,B,M,12,MAT,5441,2019,CP,5
Pre-Calculus ACP,A,C+,C-,D+,,C+,F,12,MAT,5191,2019,ACP,5
Pre-Calculus ACP,C+,B-,C-,D,,C,M,12,MAT,5191,2019,ACP,5
Intro to Calculus ACP Acc,NB-,B,C+,B-,,B-,M,12,MAT,5141,2019,ACP,5
ComputerProgramming H,A,B+,A,A,,A,M,12,MAT,5511,2019,H,2.5
AP Calculus 4 AB,B+,B,B-,B-,,B,F,12,MAT,5081,2019,H,5
AP Calculus 4 BC,A,A-,A,A,,A,M,12,MAT,5041,2019,H,5
AP Statistics,A,A,A,A,,A,M,12,MAT,5051,2019,H,5
Computer Science Principles H,A,A,A,A,,A,M,12,MAT,5531,2019,H,5
AP Calculus 4 BC,A,A,A,A,,A,M,12,MAT,5041,2019,H,5
AP Statistics,A,A,A,A,,A,M,12,MAT,5051,2019,H,5
Class Aide Math,P,P,P,P,,P,M,12,MAT,5801,2019,N,2.5
AP Statistics,A,A-,A-,B+,,A-,M,12,MAT,5051,2019,H,5
AP Calculus 4 AB,A,A,A,B-,,A-,M,12,MAT,5081,2019,H,5
AP Calculus 4 AB,A,A,A,A,,A,M,12,MAT,5081,2019,H,5
AP Calculus 4 BC,A,A,A,A-,,A,M,12,MAT,5041,2019,H,5
Computer Science Principles H,A,A-,A-,A-,,A-,M,12,MAT,5531,2019,H,5
AP Calculus 4 AB,A-,B+,A-,A,,B+,M,12,MAT,5081,2019,H,5
Intro to Calculus ACP Acc,B,C-,C-,D-,,C-,F,12,MAT,5141,2019,ACP,5
Intro to Calculus ACP Acc,B+,A-,A,B+,,A-,F,12,MAT,5141,2019,ACP,5
AP Calculus 4 AB,A-,B-,B+,B-,,B,F,12,MAT,5081,2019,H,5
AP Calculus 4 BC,A,A,A,A-,,A,F,12,MAT,5041,2019,H,5
Pre-Calculus ACP,A,A,B+,A,,A-,F,12,MAT,5191,2019,ACP,5
Intro to Calculus ACP Acc,B,B,C+,C+,,B-,M,12,MAT,5141,2019,ACP,5
AP Calculus 4 BC,A-,A-,A-,B+,,A-,F,12,MAT,5041,2019,H,5
ComputerProgramming H,A,A-,B+,A,,A,F,12,MAT,5511,2019,H,2.5
Pre-Calculus ACP,A-,A-,B,D+,,B,F,12,MAT,5191,2019,ACP,5
AP Calculus 4 AB,A,D-,NC,B+,,C+,M,12,MAT,5081,2019,H,5
Pre-Calculus ACP,B+,B,C,A-,,B,M,12,MAT,5191,2019,ACP,5
Pre-Calculus ACP,A,B+,A-,A-,,A-,F,12,MAT,5191,2019,ACP,5
AP Calculus 4 AB,A,A,B+,A,,A,F,12,MAT,5081,2019,H,5
AP Calculus 4 AB,B+,C,ND+,B,,C+,M,12,MAT,5081,2019,H,5
AP Calculus 4 BC,B+,B+,A-,B,,B+,F,12,MAT,5041,2019,H,5
AP Calculus 4 AB,A-,A-,B,B,,B+,F,12,MAT,5081,2019,H,5
AP Calculus 4 AB,A,A-,B-,B+,,B+,M,12,MAT,5081,2019,H,5
AP Statistics,A,A,A,A,,A,M,12,MAT,5051,2019,H,5
Pre-Calculus ACP,A,A,A,A,,A,M,12,MAT,5191,2019,ACP,5
Intro to Calculus ACP Acc,B-,C,C,F,,C,F,12,MAT,5141,2019,ACP,5
AP Statistics,A-,A-,A-,C+,,B+,F,12,MAT,5051,2019,H,5
AP Calculus 4 AB,A,A-,A-,A,,A,F,12,MAT,5081,2019,H,5
AP Statistics,C,C-,C+,B-,,C,F,12,MAT,5051,2019,H,5
Intro to Calculus ACP Acc,C+,B-,B,C+,,B-,F,12,MAT,5141,2019,ACP,5
AP Calculus 4 AB,A,A,A,A,,A,F,12,MAT,5081,2019,H,5
AP Calculus 4 BC,C+,B-,C+,C,,C+,F,12,MAT,5041,2019,H,5
AP Calculus 4 BC,B,A-,B-,B,,B,M,12,MAT,5041,2019,H,5
Intro to Calculus ACP Acc,B+,B,B,B,,B,F,12,MAT,5141,2019,ACP,5
AP Calculus 4 AB,A-,A-,B+,B+,,B+,F,12,MAT,5081,2019,H,5
AP Calculus 4 BC,A-,B,B,C+,,B,F,12,MAT,5041,2019,H,5
Intro to Calculus ACP Acc,C+,C+,D-,NF,,D,F,12,MAT,5141,2019,ACP,5
Intro to Calculus ACP Acc,C,C+,B-,D-,,C,F,12,MAT,5141,2019,ACP,5
Pre-Calculus ACP,A-,C,C-,D+,,C,M,12,MAT,5191,2019,ACP,5
AP Calculus 4 AB,A,B+,B+,B+,,A-,F,12,MAT,5081,2019,H,5
Pre-Calculus ACP,A,A,A,A-,,A,F,12,MAT,5191,2019,ACP,5
AP Statistics,A-,B+,C,C,,B-,M,12,MAT,5051,2019,H,5
AP Calculus 4 AB,A,A,A-,A-,,A-,M,12,MAT,5081,2019,H,5
Computer Science Principles H,A,A,A,A,,A,M,12,MAT,5531,2019,H,5
Intro to Calculus ACP Acc,A-,B+,B+,A-,,B+,F,12,MAT,5141,2019,ACP,5
Intro to Calculus ACP Acc,A,A-,A-,B,,A-,M,12,MAT,5141,2019,ACP,5
Pre-Calculus ACP,A-,A,B+,A,,A-,F,12,MAT,5191,2019,ACP,5
Pre-Calculus ACP,A,A-,A-,B+,,A-,F,12,MAT,5191,2019,ACP,5
AP Statistics,A,B+,B-,B,,B+,M,12,MAT,5051,2019,H,5
AP Calculus 4 AB,A,B-,B-,D+,,B-,M,12,MAT,5081,2019,H,5
Intro to Calculus ACP Acc,A-,A,A,A-,,A-,F,12,MAT,5141,2019,ACP,5
AP Statistics,A,B+,A-,B+,,A-,F,12,MAT,5051,2019,H,5
Intro to Calculus ACP Acc,A-,A-,A,A,,A,F,12,MAT,5141,2019,ACP,5
AP Statistics,A,A,A,A,,A,F,12,MAT,5051,2019,H,5
AP Statistics,B+,A,B,B+,,B+,F,12,MAT,5051,2019,H,5
AP Calculus 4 AB,A-,B-,B-,B+,,B,F,12,MAT,5081,2019,H,5
AP Calculus 4 BC,A,B+,A,A-,,A-,M,12,MAT,5041,2019,H,5
Computer Science Principles H,A,A-,B+,A,,A-,M,12,MAT,5531,2019,H,5
Pre-Calculus ACP,B,C+,D+,C-,,C,F,12,MAT,5191,2019,ACP,5
Pre-Calculus ACP,A-,B,B,B-,,B,F,12,MAT,5191,2019,ACP,5
AP Calculus 4 BC,A,A,A,A,,A,M,12,MAT,5041,2019,H,5
Computer Science Principles H,A,A,A,A,,A,M,12,MAT,5531,2019,H,5
Intro to Calculus ACP Acc,A-,B+,C+,C,,B,M,12,MAT,5141,2019,ACP,5
Pre-Calculus ACP,A,B+,NA,A,,A-,F,12,MAT,5191,2019,ACP,5
AP Calculus 4 AB,A,A,A,A,,A,F,12,MAT,5081,2019,H,5
Topics in Pre-Calculus CP,A-,B,C,A,,B,M,12,MAT,5441,2019,CP,5
Pre-Calculus ACP,A-,B-,B-,C-,,B-,F,12,MAT,5191,2019,ACP,5
Pre-Calculus ACP,A,A,A-,C-,,A-,M,12,MAT,5191,2019,ACP,5
Intro to Calculus ACP Acc,A,B+,B-,D+,,B-,F,12,MAT,5141,2019,ACP,5
Intro to Calculus ACP Acc,B,C-,C,C,,C,M,12,MAT,5141,2019,ACP,5
ComputerProgramming H,A,NB+,A-,A,,A-,M,12,MAT,5511,2019,H,2.5
AP Statistics,A-,A,A,A-,,A-,M,12,MAT,5051,2019,H,5
AP Calculus 4 AB,A-,A-,B+,B,,B+,M,12,MAT,5081,2019,H,5
Math 3 ACP Accelerated (Pre-Calculus),B,B,B+,B+,,B+,M,12,MAT,5131,2019,ACP,5
Computer Science Principles H,B,A-,A,A-,,A-,M,12,MAT,5531,2019,H,5
AP Statistics,A-,A,A,A,,A,M,12,MAT,5051,2019,H,5
AP Calculus 4 AB,A,A-,A,A,,A,M,12,MAT,5081,2019,H,5
Pre-Calculus ACP,B,B,C-,C+,,C+,F,12,MAT,5191,2019,ACP,5
Pre-Calculus ACP,A,A-,A,A,,A,F,12,MAT,5191,2019,ACP,5
AP Calculus 4 BC,A-,A-,B,NA-,,B+,M,12,MAT,5041,2019,H,5
AP Statistics,B+,A,C+,B+,,B+,M,12,MAT,5051,2019,H,5
Computer Science Principles H,A,A,A,NA,,A,M,12,MAT,5531,2019,H,5
AP Calculus 4 AB,A,B+,B+,B,,B+,M,12,MAT,5081,2019,H,5
AP Calculus 4 AB,A-,B-,B-,A-,,B+,M,12,MAT,5081,2019,H,5
Independent Study in Math,,,P,P,,P,M,12,MAT,50001,2019,N,5
Intro to Calculus ACP Acc,B-,C+,B,C-,,C+,F,12,MAT,5141,2019,ACP,5
AP Calculus 4 BC,A-,B,C+,C,,B-,M,12,MAT,5041,2019,H,5
AP Statistics,A-,B-,C-,C,,C+,M,12,MAT,5051,2019,H,5
Computer Science Principles H,B+,D-,NF,A-,,D,M,12,MAT,5531,2019,H,5
Pre-Calculus ACP,A,A,A,A,,A,M,12,MAT,5191,2019,ACP,5
Intro to Calculus ACP Acc,B,B,C-,C,,C+,F,12,MAT,5141,2019,ACP,5
AP Statistics,A,A-,B+,B+,,A-,F,12,MAT,5051,2019,H,5
AP Calculus 4 AB,A,B+,B,B+,,B+,F,12,MAT,5081,2019,H,5
Pre-Calculus ACP,B-,D,C-,B,,C,F,12,MAT,5191,2019,ACP,5
Pre-Calculus ACP,A,D-,NC+,ND,,C,F,12,MAT,5191,2019,ACP,5
Pre-Calculus ACP,A-,A-,A-,A,,A-,F,12,MAT,5191,2019,ACP,5
Pre-Calculus ACP,C+,C-,F,NF,,F,M,12,MAT,5191,2019,ACP,5
AP Statistics,B,B,B,A-,,B,M,12,MAT,5051,2019,H,5
AP Calculus 4 AB,A,B,A-,C+,,B+,M,12,MAT,5081,2019,H,5
Pre-Calculus ACP,A,A-,A-,B,,A-,M,12,MAT,5191,2019,ACP,5
Intro to Computer Science ACP,A,A,A,A,,A,M,12,MAT,5491,2019,ACP,2.5
Pre-Calculus ACP,B+,B+,B-,C+,,B,F,12,MAT,5191,2019,ACP,5
Intro to Calculus ACP Acc,B,B+,C+,C+,,B,M,12,MAT,5141,2019,ACP,5
AP Calculus 4 BC,A,A,A-,A,,A,M,12,MAT,5041,2019,H,5
Intro to Calculus ACP Acc,A-,A,A-,A-,,A,M,12,MAT,5141,2019,ACP,5
Pre-Calculus ACP,A,A-,A,A,,A,F,12,MAT,5191,2019,ACP,5
Pre-Calculus ACP,A,A-,A-,B+,,A-,F,12,MAT,5191,2019,ACP,5
Pre-Calculus ACP,A,A,A,A,,A,F,12,MAT,5191,2019,ACP,5
Pre-Calculus ACP,A,B,B+,B,,B+,F,12,MAT,5191,2019,ACP,5
AP Calculus 4 AB,A-,A-,A-,A,,A-,F,12,MAT,5081,2019,H,5
AP Calculus 4 BC,A-,A,A-,B+,,A-,M,12,MAT,5041,2019,H,5
AP Calculus 4 BC,B,B+,B,C+,,B,F,12,MAT,5041,2019,H,5
AP Calculus 4 BC,B,B+,B-,C+,,B,F,12,MAT,5041,2019,H,5
Pre-Calculus ACP,B-,B,C,C-,,C+,F,12,MAT,5191,2019,ACP,5
Business Math CP,B-,B,C,A,,B,M,12,MAT,8581,2019,CP,5
AP Statistics,A-,B+,A-,C-,,B,F,12,MAT,5051,2019,H,5
Pre-Calculus ACP,A-,A-,A,B+,,A,F,12,MAT,5191,2019,ACP,5
Intro to Calculus ACP Acc,B,B,B+,B-,,B,F,12,MAT,5141,2019,ACP,5
Business Math CP,C-,D+,F,A,,C,M,12,MAT,8581,2019,CP,5
Intro to Calculus ACP Acc,A-,B,B,B,,B,M,12,MAT,5141,2019,ACP,5
AP Calculus 4 AB,A-,B-,B,B,,B,F,12,MAT,5081,2019,H,5
AP Statistics,A-,B,B+,B,,B+,F,12,MAT,5051,2019,H,5
Intro to Calculus ACP Acc,A-,B-,B,B-,,B,F,12,MAT,5141,2019,ACP,5
AP Statistics,B+,B,B+,B,,B+,F,12,MAT,5051,2019,H,5
AP Calculus 4 AB,A,B+,A-,A,,A-,F,12,MAT,5081,2019,H,5
Pre-Calculus ACP,B,B,F,C,,C-,M,12,MAT,5191,2019,ACP,5
AP Statistics,B,B,C,C-,,C+,M,12,MAT,5051,2019,H,5
Intro to Calculus ACP Acc,A,B+,B-,C,,B,M,12,MAT,5141,2019,ACP,5
AP Calculus 4 AB,A,B+,B,B,,B+,F,12,MAT,5081,2019,H,5
Pre-Calculus ACP,B,A-,A-,B,,B+,F,12,MAT,5191,2019,ACP,5
Computer Science Principles H,C-,B-,D,B,,C,F,12,MAT,5531,2019,H,5
Intro to Calculus ACP Acc,C+,C+,B-,C,,C+,F,12,MAT,5141,2019,ACP,5
Business Math CP,,A,A,A,,A,M,12,MAT,8581,2019,CP,5
AP Calculus 4 BC,A,A-,A,A-,,A,M,12,MAT,5041,2019,H,5
AP Statistics,A,A,A,B+,,A,M,12,MAT,5051,2019,H,5
Topics in Pre-Calculus CP,A-,B,C+,B,,B,M,12,MAT,5441,2019,CP,5
AP Calculus 4 BC,A,A,A,A,,A,M,12,MAT,5041,2019,H,5
AP Statistics,A,A,A,A,,A,M,12,MAT,5051,2019,H,5
