,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF,Season,ID,Team,TS%,eFG%,Total S%,ORB%,DRB%,TRB%,AST%,TOV%,STL%,BLK%,PPS,FIC40,ORtg,DRtg,eDiff,Poss,Pace,Season,ID
28,Dallas,82,48.3,102.3,38.1,85.9,.444,11.8,32.8,.360,14.2,18.7,.763,8.1,33.1,41.3,22.7,7.0,3.8,12.4,19.2,2018,Dallas2018,Dallas,.544,.513,156.7,18.0,78.9,47.4,59.4,11.7,7.3,7.0,1.2,62.4,106.2,109.3,-3.2,"7,900.7",95.7,2018,Dallas2018
21,Dallas,82,48.2,108.9,38.8,86.9,.447,12.5,36.6,.340,18.8,25.3,.742,10.1,35.2,45.3,23.4,6.5,4.3,14.2,20.1,2019,Dallas2019,Dallas,.555,.519,153.0,22.7,77.5,50.3,60.3,12.7,6.5,7.6,1.3,66.9,109.4,110.7,-1.3,"8,156.6",99.0,2019,Dallas2019
3,Dallas,75,48.5,117.0,41.7,90.3,.461,15.1,41.3,.367,18.6,23.8,.779,10.5,36.4,46.9,24.7,6.1,4.8,12.7,19.5,2020,Dallas2020,Dallas,.581,.545,160.7,23.2,77.7,50.8,59.2,11.2,6.1,8.5,1.3,75.4,116.7,111.7,4.9,"7,521.8",99.3,2020,Dallas2020
17,Dallas,72,48.1,112.4,41.1,87.3,.470,13.8,38.1,.362,16.5,21.2,.778,9.1,34.2,43.3,22.9,6.3,4.3,12.1,19.4,2021,Dallas2021,Dallas,.582,.550,161.1,21.1,77.8,49.6,55.7,11.1,6.4,8.3,1.3,71.1,115.4,113.0,2.3,"7,017.7",97.3,2021,Dallas2021
24,Dallas,82,48.2,108.0,39.3,85.1,.461,13.1,37.4,.350,16.4,21.2,.771,9.3,33.8,43.0,23.4,6.7,4.0,12.5,19.7,2022,Dallas2022,Dallas,.572,.538,158.3,21.3,78.0,49.6,59.5,11.7,7.0,7.4,1.3,68.6,112.9,109.4,3.5,"7,848.3",95.3,2022,Dallas2022
16,Dallas,82,48.6,114.2,40.0,84.3,.475,15.2,41.0,.371,19.0,25.1,.755,7.6,31.2,38.8,22.9,6.3,3.7,12.2,20.7,2023,Dallas2023,Dallas,.599,.565,160.1,18.0,75.5,46.4,57.3,11.4,6.4,6.8,1.4,68.3,116.8,116.7,0.1,"8,018.6",96.6,2023,Dallas2023
11,Denver,82.0,48.4,99.0,37.3,84.3,0.442,5.7,17.0,0.336,18.7,25.8,0.724,13.1,31.6,44.7,23.3,6.8,7.5,15.6,23.9,2000,Denver2000,Denver,0.517,0.476,150.2,29.2,71.6,50.2,62.5,14.0,7.1,10.6,1.2,60.2,103.6,105.8,-2.2,"7,836.7",94.7,2000,Denver2000
11,Denver,82,48.2,96.6,36.3,83.9,.433,6.2,17.6,.355,17.7,24.0,.737,12.7,31.5,44.2,24.0,6.7,6.6,14.0,22.2,2001,Denver2001,Denver,.511,.470,152.5,28.3,71.8,49.8,66.1,12.9,7.2,9.4,1.2,60.7,103.6,106.3,-2.6,"7,640.7",92.7,2001,Denver2001
23,Denver,82,48.3,92.2,35.5,83.8,.424,5.2,15.7,.329,15.9,21.4,.744,13.6,28.2,41.8,22.2,7.5,5.6,14.7,22.8,2002,Denver2002,Denver,.495,.455,149.7,30.6,69.9,49.3,62.3,13.6,8.2,8.6,1.1,54.0,101.4,107.8,-6.4,"7,455.7",90.3,2002,Denver2002
29,Denver,82,48.1,84.2,32.8,79.8,.411,2.8,10.0,.278,15.8,22.6,.699,13.6,28.8,42.4,21.2,8.7,5.1,18.5,25.1,2003,Denver2003,Denver,.469,.428,138.8,31.3,73.3,51.3,64.6,17.1,9.5,8.5,1.1,45.7,92.2,101.3,-9.1,"7,483.3",91.0,2003,Denver2003
5,Denver,82,48.1,97.2,36.5,82.5,.443,4.0,12.0,.336,20.2,26.3,.767,13.2,29.1,42.3,21.9,9.1,6.3,15.4,22.0,2004,Denver2004,Denver,.517,.467,154.5,30.5,69.3,49.6,59.9,14.1,9.7,9.3,1.2,59.4,104.1,103.0,1.1,"7,657.9",93.2,2004,Denver2004
8,Denver,82,48.2,99.5,37.0,80.7,.459,3.9,11.5,.340,21.5,28.2,.763,11.8,30.2,42.0,23.9,9.1,6.0,15.0,22.9,2005,Denver2005,Denver,.535,.483,156.3,28.4,71.7,50.2,64.5,13.8,9.7,9.3,1.2,62.6,106.0,103.8,2.2,"7,698.8",93.5,2005,Denver2005
5,Denver,82,48.6,100.3,37.5,81.4,.461,4.3,13.1,.325,21.0,28.2,.744,11.0,30.3,41.3,23.4,8.5,5.6,14.5,22.7,2006,Denver2006,Denver,.535,.488,153.1,26.8,72.0,49.7,62.4,13.4,9.0,8.8,1.2,61.0,105.9,105.7,0.2,"7,768.9",93.6,2006,Denver2006
3,Denver,82,48.2,105.4,38.6,83.0,.465,5.9,17.6,.336,22.3,29.9,.746,12.2,31.2,43.4,23.4,8.3,5.3,16.5,21.4,2007,Denver2007,Denver,.548,.501,154.7,28.9,71.8,50.7,60.7,14.6,8.4,7.9,1.3,64.1,107.6,105.9,1.7,"8,031.0",97.4,2007,Denver2007
2,Denver,82,48.4,110.7,40.3,85.8,.470,6.9,19.6,.355,23.1,30.7,.751,11.2,32.9,44.1,24.7,9.2,6.7,14.7,21.1,2008,Denver2008,Denver,.557,.510,157.5,25.5,72.1,49.3,61.2,12.9,9.1,9.9,1.3,71.0,109.9,106.2,3.7,"8,255.5",99.8,2008,Denver2008
6,Denver,82,48.1,104.3,37.3,79.4,.470,6.7,18.0,.371,23.1,30.3,.760,11.0,30.6,41.6,22.2,8.7,6.0,15.3,22.9,2009,Denver2009,Denver,.563,.512,160.1,27.5,71.7,50.2,59.5,14.2,9.2,9.7,1.3,64.4,110.4,106.8,3.6,"7,749.2",94.3,2009,Denver2009
3,Denver,82,48.2,106.5,38.1,81.4,.468,6.6,18.5,.359,23.6,30.6,.772,10.8,30.5,41.4,21.0,8.3,5.1,13.9,22.5,2010,Denver2010,Denver,.561,.509,159.9,26.1,72.4,49.5,55.0,12.7,8.8,7.9,1.3,63.8,111.8,107.5,4.3,"7,810.5",94.8,2010,Denver2010
1,Denver,82,48.1,107.5,38.4,80.6,.476,8.1,20.8,.388,22.7,29.6,.765,9.6,32.3,42.0,22.1,7.4,4.3,14.1,21.0,2011,Denver2011,Denver,.574,.526,162.9,23.9,75.4,50.4,57.6,13.1,7.7,6.8,1.3,65.7,112.3,107.3,5.0,"7,847.5",95.6,2011,Denver2011
1,Denver,66,48.6,104.1,39.0,81.9,.476,6.6,19.9,.332,19.6,26.7,.735,11.2,31.9,43.1,24.0,8.2,5.0,15.4,19.7,2012,Denver2012,Denver,.556,.516,154.2,27.7,74.3,51.7,61.5,14.1,8.6,8.1,1.3,65.6,109.2,106.2,3.0,"6,294.6",94.2,2012,Denver2012
1,Denver,82,48.5,106.1,40.7,85.2,.478,6.4,18.5,.343,18.4,26.2,.701,13.3,31.7,45.0,24.4,9.3,6.5,15.3,20.5,2013,Denver2013,Denver,.549,.515,152.2,31.4,71.8,52.0,60.0,13.6,9.6,10.4,1.2,69.4,110.4,105.1,5.3,"7,884.6",95.1,2013,Denver2013
9,Denver,82,48.2,104.4,38.4,85.9,.447,8.6,23.9,.358,19.1,26.3,.726,12.3,33.1,45.4,22.4,7.5,5.6,15.9,23.0,2014,Denver2014,Denver,.536,.497,153.1,27.5,74.5,50.9,58.4,14.0,7.6,8.6,1.2,62.6,106.0,108.2,-2.2,"8,072.6",98.1,2014,Denver2014
12,Denver,82,48.5,101.5,37.8,87.3,.433,8.0,24.8,.325,17.8,24.3,.734,12.3,32.4,44.7,21.8,7.8,4.5,14.2,23.0,2015,Denver2015,Denver,.518,.479,149.2,26.6,74.7,49.8,57.7,12.7,8.1,7.2,1.2,59.3,104.5,108.2,-3.7,"7,960.9",96.1,2015,Denver2015
20,Denver,82,48.4,101.9,37.7,85.4,.442,8.0,23.7,.338,18.5,24.1,.766,11.5,33.1,44.6,22.7,7.4,4.8,14.7,21.0,2016,Denver2016,Denver,.531,.489,154.6,25.8,77.3,51.1,60.1,13.2,7.7,8.1,1.2,61.9,105.6,108.9,-3.2,"7,908.5",95.7,2016,Denver2016
3,Denver,82,48.2,111.7,41.2,87.7,.469,10.6,28.8,.368,18.7,24.2,.774,11.8,34.6,46.4,25.3,6.9,3.9,15.0,19.1,2017,Denver2017,Denver,.568,.530,161.1,27.3,78.7,53.2,61.5,13.2,7.0,6.3,1.3,71.6,113.2,112.7,0.5,"8,090.3",98.3,2017,Denver2017
6,Denver,82,48.5,110.0,40.7,86.6,.470,11.5,30.9,.371,17.1,22.3,.767,11.0,33.5,44.5,25.1,7.6,4.9,15.0,18.7,2018,Denver2018,Denver,.570,.536,160.8,25.7,77.5,51.7,61.7,13.5,7.8,8.5,1.3,71.0,112.3,110.8,1.5,"8,028.9",96.9,2018,Denver2018
20,Denver,82,48.1,110.7,41.9,90.0,.466,11.0,31.4,.351,15.8,20.9,.755,11.9,34.5,46.4,27.4,7.7,4.4,13.4,20.0,2019,Denver2019,Denver,.558,.527,157.2,26.6,78.0,52.2,65.3,11.9,7.9,8.1,1.2,74.1,113.0,108.9,4.0,"8,033.9",97.7,2019,Denver2019
19,Denver,73,48.6,111.3,42.0,88.9,.473,11.0,30.6,.359,16.2,20.9,.777,10.8,33.4,44.1,26.7,8.0,4.6,13.8,20.3,2020,Denver2020,Denver,.567,.535,160.8,24.8,76.8,50.9,63.6,12.3,8.2,8.8,1.3,72.4,113.1,111.0,2.1,"7,180.7",97.1,2020,Denver2020
8,Denver,72,48.6,115.1,43.3,89.2,.485,12.9,34.2,.377,15.7,19.5,.803,10.5,33.9,44.4,26.8,8.1,4.5,13.5,19.1,2021,Denver2021,Denver,.588,.557,166.4,24.7,78.9,51.9,62.1,12.1,8.2,9.0,1.3,76.8,117.1,112.1,5.0,"7,072.6",97.1,2021,Denver2021
10,Denver,82,48.3,112.7,41.7,86.3,.483,12.7,35.9,.353,16.7,21.0,.795,9.2,34.9,44.1,27.8,7.2,3.7,14.5,20.0,2022,Denver2022,Denver,.590,.556,163.1,21.9,78.3,51.0,66.7,13.2,7.4,7.0,1.3,74.3,114.5,112.2,2.3,"8,073.0",97.8,2022,Denver2022
12,Denver,82,48.2,115.8,43.6,86.4,.504,11.8,31.2,.379,16.8,22.4,.751,10.1,32.9,43.0,28.9,7.5,4.5,14.5,18.6,2023,Denver2023,Denver,.601,.573,163.4,24.8,76.4,51.3,66.3,13.1,7.7,8.3,1.3,78.4,117.6,114.2,3.4,"8,076.7",98.1,2023,Denver2023
2,Detroit,82.0,48.4,103.5,37.1,80.9,0.459,5.4,14.9,0.359,23.9,30.6,0.781,11.2,30.0,41.2,20.8,8.1,3.3,15.7,24.5,2000,Detroit2000,Detroit,0.548,0.492,159.8,26.8,71.6,49.2,56.1,14.3,8.4,5.0,1.3,57.3,107.3,105.8,1.5,"7,903.8",95.7,2000,Detroit2000
13,Detroit,82,48.4,95.6,35.6,83.9,.424,4.7,13.6,.350,19.6,27.2,.721,13.5,32.0,45.5,19.9,7.5,5.5,15.9,23.8,2001,Detroit2001,Detroit,.498,.453,149.5,29.3,72.2,50.3,55.8,14.2,7.8,8.0,1.1,53.6,100.0,101.8,-1.8,"7,836.5",94.7,2001,Detroit2001
18,Detroit,82,48.0,94.3,34.7,76.8,.452,6.9,18.4,.376,18.0,23.8,.756,9.9,28.9,38.8,21.5,7.9,6.9,14.5,20.7,2002,Detroit2002,Detroit,.540,.497,158.4,24.4,70.5,47.6,62.0,14.3,8.8,10.2,1.2,58.9,104.8,102.4,2.4,"7,380.3",90.0,2002,Detroit2002
26,Detroit,82,48.5,91.4,32.9,76.5,.430,6.5,18.1,.358,19.0,24.6,.771,10.8,29.8,40.6,19.8,6.8,5.7,13.5,21.3,2003,Detroit2003,Detroit,.523,.473,156.0,25.9,74.0,49.6,60.0,13.4,7.7,8.6,1.2,54.3,104.0,99.8,4.2,"7,203.5",86.9,2003,Detroit2003
24,Detroit,82,48.2,90.1,33.5,77.0,.435,4.1,11.8,.344,19.0,25.3,.753,12.4,30.4,42.8,20.8,8.0,7.0,14.9,20.3,2004,Detroit2004,Detroit,.511,.461,153.2,30.1,71.8,51.3,62.0,14.4,9.1,11.0,1.2,57.0,102.3,95.7,6.6,"7,219.1",87.6,2004,Detroit2004
24,Detroit,82,48.7,93.3,34.8,78.3,.444,4.4,12.8,.345,19.4,26.2,.739,12.9,30.6,43.4,21.8,7.0,6.1,13.8,20.0,2005,Detroit2005,Detroit,.519,.472,152.7,31.2,73.0,52.3,62.7,13.3,7.9,9.4,1.2,58.9,105.6,101.2,4.4,"7,246.0",87.1,2005,Detroit2005
19,Detroit,82,48.4,96.8,36.4,80.0,.455,6.8,17.7,.384,17.3,23.8,.727,11.9,28.6,40.5,24.0,7.1,6.0,11.0,18.5,2006,Detroit2006,Detroit,.535,.497,156.6,28.9,71.2,49.8,66.1,10.8,8.1,9.0,1.2,64.7,111.3,103.6,7.7,"7,136.4",86.4,2006,Detroit2006
21,Detroit,82,48.5,96.0,35.9,79.1,.454,5.5,15.9,.344,18.8,24.2,.774,11.6,29.0,40.5,21.6,7.1,5.8,12.2,20.4,2007,Detroit2007,Detroit,.535,.488,157.2,28.3,70.9,49.6,60.1,12.0,8.0,9.2,1.2,60.1,108.9,104.2,4.7,"7,229.1",87.3,2007,Detroit2007
17,Detroit,82,48.1,97.5,36.6,79.9,.458,5.9,16.2,.366,18.4,24.0,.767,11.9,29.5,41.4,22.3,7.1,5.8,11.7,20.6,2008,Detroit2008,Detroit,.539,.495,159.1,29.4,73.7,51.4,61.1,11.4,8.1,9.4,1.2,63.0,111.4,102.9,8.4,"7,177.3",87.3,2008,Detroit2008
28,Detroit,82,48.5,94.2,36.4,80.0,.454,4.6,13.2,.349,16.9,22.5,.751,11.6,29.9,41.4,20.6,6.0,4.6,11.9,20.9,2009,Detroit2009,Detroit,.524,.483,155.5,27.9,74.0,50.6,56.7,11.7,6.9,7.3,1.2,56.6,107.4,108.0,-0.6,"7,194.3",86.7,2009,Detroit2009
29,Detroit,82,48.2,94.0,35.9,80.5,.445,4.6,14.5,.314,17.7,24.4,.728,12.8,27.3,40.2,19.4,7.3,3.8,13.4,22.2,2010,Detroit2010,Detroit,.515,.474,148.8,30.3,73.4,50.5,54.1,12.8,8.2,6.7,1.2,52.9,105.6,111.4,-5.7,"7,297.4",88.5,2010,Detroit2010
22,Detroit,82,48.5,97.0,37.3,81.1,.460,5.8,15.3,.376,16.7,22.6,.737,11.4,27.3,38.6,21.1,7.3,4.0,13.0,19.9,2011,Detroit2011,Detroit,.533,.495,157.3,27.4,72.1,48.7,56.6,12.5,8.1,6.6,1.2,56.8,107.7,111.7,-4.0,"7,384.7",89.2,2011,Detroit2011
27,Detroit,66,48.4,90.9,34.7,79.3,.438,4.8,13.9,.346,16.6,22.1,.752,11.7,28.5,40.3,18.7,7.0,4.2,15.7,19.6,2012,Detroit2012,Detroit,.510,.468,153.5,28.1,72.8,49.7,53.8,15.0,7.8,6.9,1.1,50.1,101.0,106.3,-5.3,"5,936.6",89.2,2012,Detroit2012
22,Detroit,82,48.3,94.9,36.3,81.0,.449,6.3,17.6,.356,15.9,22.8,.699,12.1,30.0,42.1,21.2,7.0,4.9,15.1,19.8,2013,Detroit2013,Detroit,.521,.487,150.4,28.3,73.0,50.2,58.5,14.3,7.7,8.0,1.2,56.6,103.8,108.1,-4.4,"7,495.2",90.8,2013,Detroit2013
14,Detroit,82,48.2,101.0,38.8,86.9,.447,6.2,19.3,.321,17.3,25.7,.670,14.6,30.8,45.4,20.9,8.4,4.8,14.5,20.3,2014,Detroit2014,Detroit,.514,.482,143.8,31.4,73.4,51.4,53.9,12.9,8.8,8.0,1.2,60.8,105.9,109.7,-3.8,"7,823.5",94.9,2014,Detroit2014
18,Detroit,82,48.4,98.5,37.1,85.8,.432,8.6,24.9,.344,15.8,22.4,.703,12.8,32.1,44.9,21.6,7.6,4.7,13.4,19.0,2015,Detroit2015,Detroit,.515,.482,147.9,27.7,75.0,50.4,58.2,12.3,8.1,7.6,1.1,60.8,105.3,106.4,-1.1,"7,668.1",92.8,2015,Detroit2015
19,Detroit,82,48.5,102.0,37.9,86.4,.439,9.0,26.2,.345,17.1,25.5,.668,12.5,33.9,46.3,19.4,7.0,3.7,13.5,19.0,2016,Detroit2016,Detroit,.522,.491,145.1,27.0,79.3,52.1,51.2,12.2,7.3,5.8,1.2,59.8,106.1,105.5,0.6,"7,877.6",95.1,2016,Detroit2016
26,Detroit,82,48.3,101.3,39.9,88.8,.449,7.7,23.4,.329,13.9,19.3,.719,11.1,34.6,45.7,21.1,7.0,3.8,11.9,17.9,2017,Detroit2017,Detroit,.521,.492,149.7,24.1,81.2,51.6,53.0,10.9,7.3,6.6,1.1,62.6,106.0,107.2,-1.2,"7,837.9",95.0,2017,Detroit2017
22,Detroit,82,48.3,103.8,39.1,86.9,.450,10.8,28.9,.373,14.7,19.8,.745,10.1,33.6,43.7,22.8,7.7,3.9,13.6,18.4,2018,Detroit2018,Detroit,.543,.512,156.8,22.7,78.5,50.0,58.2,12.4,7.9,7.1,1.2,64.6,107.0,107.1,-0.2,"7,952.4",96.4,2018,Detroit2018
25,Detroit,82,48.4,107.0,38.8,88.3,.440,12.1,34.8,.348,17.3,23.1,.747,11.4,33.6,45.0,22.5,6.9,4.0,13.8,22.1,2019,Detroit2019,Detroit,.544,.509,153.5,24.8,78.7,50.7,57.9,12.3,7.1,7.1,1.2,63.9,109.0,109.2,-0.2,"8,054.8",97.4,2019,Detroit2019
25,Detroit,66,48.4,107.2,39.3,85.7,.459,12.0,32.7,.367,16.6,22.4,.743,9.8,32.0,41.7,24.1,7.4,4.5,15.3,19.7,2020,Detroit2020,Detroit,.561,.529,156.9,22.6,75.9,48.9,61.2,13.8,7.6,7.8,1.3,65.5,109.0,112.7,-3.6,"6,491.4",97.6,2020,Detroit2020
27,Detroit,72,48.4,106.6,38.7,85.6,.452,11.6,32.9,.351,17.8,23.4,.759,9.6,33.1,42.7,24.2,7.4,5.2,14.9,20.5,2021,Detroit2021,Detroit,.556,.519,156.2,21.9,76.9,49.1,62.6,13.5,7.5,9.3,1.2,65.8,108.0,112.6,-4.5,"7,106.0",97.8,2021,Detroit2021
28,Detroit,82,48.2,104.8,38.2,88.6,.431,11.3,34.6,.326,17.2,22.0,.782,11.0,32.0,43.0,23.5,7.7,4.8,14.1,21.9,2022,Detroit2022,Detroit,.533,.494,153.9,23.4,75.6,48.2,61.5,12.6,7.8,9.0,1.2,62.9,106.1,113.9,-7.8,"8,105.1",98.3,2022,Detroit2022
29,Detroit,82,48.3,110.3,39.6,87.1,.454,11.4,32.4,.351,19.8,25.7,.771,11.2,31.3,42.4,23.0,7.0,3.8,15.1,22.1,2023,Detroit2023,Detroit,.561,.520,157.6,24.9,74.0,48.7,58.1,13.3,7.0,6.9,1.3,64.2,110.7,118.9,-8.2,"8,172.9",99.0,2023,Detroit2023
22,Golden State,82.0,48.2,95.5,36.5,87.1,0.42,4.2,13.0,0.323,18.3,26.2,0.697,15.9,29.7,45.6,22.6,8.9,4.3,15.9,24.9,2000,Golden State2000,Golden State,0.484,0.444,144.0,32.6,69.1,49.7,61.8,13.9,9.3,6.3,1.1,54.9,99.7,108.4,-8.6,"7,854.6",95.4,2000,Golden State2000
20,Golden State,82,48.2,92.5,35.8,87.5,.409,3.4,11.8,.293,17.4,24.7,.706,16.4,29.1,45.5,21.8,9.0,5.0,15.9,21.1,2001,Golden State2001,Golden State,.470,.429,140.7,33.3,69.7,50.0,60.9,13.9,9.6,7.3,1.1,54.1,97.8,107.4,-9.6,"7,754.7",94.1,2001,Golden State2001
7,Golden State,82,48.2,97.7,36.6,85.2,.429,3.9,12.1,.322,20.6,28.6,.722,16.3,30.4,46.7,20.8,7.9,6.4,16.8,23.0,2002,Golden State2002,Golden State,.499,.452,147.3,35.2,69.4,51.9,56.9,14.7,8.4,9.0,1.1,57.1,102.8,108.5,-5.7,"7,790.1",94.5,2002,Golden State2002
2,Golden State,82,48.2,102.4,37.3,84.6,.441,5.2,15.1,.344,22.6,29.0,.778,15.7,31.0,46.7,20.9,7.2,6.2,15.8,21.8,2003,Golden State2003,Golden State,.526,.472,156.3,35.0,67.9,51.6,55.9,13.9,7.6,8.4,1.2,61.9,108.2,109.4,-1.2,"7,763.9",94.3,2003,Golden State2003
13,Golden State,82,48.4,93.3,35.1,79.4,.442,5.2,15.6,.334,17.9,24.7,.725,12.2,30.9,43.1,20.5,7.0,4.7,14.6,20.6,2004,Golden State2004,Golden State,.517,.475,150.1,28.4,72.1,50.2,58.5,13.9,7.8,7.0,1.2,55.5,103.1,103.9,-0.8,"7,416.6",89.6,2004,Golden State2004
13,Golden State,82,48.5,98.7,36.9,85.8,.430,7.6,21.6,.352,17.2,23.8,.722,13.0,29.7,42.7,22.1,7.8,5.1,13.6,22.4,2005,Golden State2005,Golden State,.512,.475,150.4,27.8,69.7,47.8,59.8,12.3,8.3,7.5,1.1,58.5,104.7,106.9,-2.3,"7,733.8",93.2,2005,Golden State2005
11,Golden State,82,48.4,98.5,35.8,82.7,.433,7.6,22.3,.341,19.2,26.7,.718,12.0,30.3,42.3,20.7,7.4,4.4,13.8,23.7,2006,Golden State2006,Golden State,.521,.479,149.3,26.9,71.6,48.7,57.6,12.7,7.9,6.7,1.2,56.1,105.2,106.6,-1.4,"7,679.4",92.9,2006,Golden State2006
2,Golden State,82,48.2,106.5,39.8,86.0,.463,8.5,24.0,.356,18.5,25.8,.717,11.5,30.0,41.4,23.8,9.1,5.7,16.0,23.6,2007,Golden State2007,Golden State,.548,.512,153.6,25.6,69.6,47.1,59.8,14.1,9.2,8.9,1.2,64.1,107.0,107.4,-0.3,"8,162.1",99.2,2007,Golden State2007
1,Golden State,82,48.2,111.0,41.5,90.3,.459,9.3,26.6,.348,18.8,24.9,.752,12.7,30.4,43.2,22.4,9.1,4.6,13.2,22.9,2008,Golden State2008,Golden State,.548,.511,156.0,27.2,70.3,47.9,53.9,11.5,9.1,6.9,1.2,67.1,111.7,109.5,2.2,"8,151.5",98.9,2008,Golden State2008
2,Golden State,82,48.5,108.6,39.4,86.0,.458,6.7,18.0,.373,23.1,29.2,.791,11.6,30.4,42.0,20.9,7.8,6.4,14.6,22.5,2009,Golden State2009,Golden State,.549,.497,162.2,26.1,68.1,47.2,53.0,12.9,7.9,9.2,1.3,63.3,109.5,113.3,-3.8,"8,132.2",98.2,2009,Golden State2009
2,Golden State,82,48.1,108.8,40.6,86.5,.469,7.7,20.6,.375,19.9,25.4,.782,9.2,29.2,38.4,22.4,9.3,4.1,14.7,23.0,2010,Golden State2010,Golden State,.557,.514,162.7,20.9,68.5,44.4,55.2,13.1,9.3,6.2,1.3,62.5,108.1,111.7,-3.6,"8,249.7",100.4,2010,Golden State2010
7,Golden State,82,48.4,103.4,39.6,85.9,.461,8.4,21.3,.392,15.7,20.7,.761,11.6,28.9,40.5,22.5,9.0,5.0,14.6,22.0,2011,Golden State2011,Golden State,.544,.510,161.4,26.7,69.3,47.5,56.8,13.3,9.4,7.8,1.2,62.3,108.2,110.7,-2.4,"7,833.7",94.8,2011,Golden State2011
12,Golden State,66,48.2,97.8,37.7,82.5,.457,7.9,20.5,.388,14.4,18.7,.770,9.7,29.5,39.2,22.3,8.0,5.5,13.9,21.4,2012,Golden State2012,Golden State,.539,.505,161.5,22.9,69.1,46.1,59.1,13.3,8.6,8.7,1.2,59.7,105.4,109.1,-3.7,"6,123.5",92.3,2012,Golden State2012
7,Golden State,82,48.3,101.2,38.2,83.4,.458,8.0,19.9,.403,16.8,21.3,.790,10.8,34.2,45.0,22.5,6.9,4.2,15.1,21.4,2013,Golden State2013,Golden State,.545,.506,165.1,25.4,75.5,51.3,58.9,14.0,7.2,6.8,1.2,62.0,106.4,105.5,0.9,"7,795.5",94.5,2013,Golden State2013
10,Golden State,82,48.4,104.3,39.5,85.4,.462,9.4,24.8,.380,15.9,21.1,.753,10.9,34.4,45.3,23.3,7.8,5.0,15.2,21.8,2014,Golden State2014,Golden State,.550,.517,159.5,25.1,76.3,51.1,59.1,13.8,8.1,7.7,1.2,65.3,107.5,102.6,5.0,"7,950.6",96.2,2014,Golden State2014
1,Golden State,82,48.1,110.0,41.6,87.0,.478,10.8,27.0,.398,16.0,20.8,.768,10.4,34.3,44.7,27.4,9.3,6.0,14.5,19.9,2015,Golden State2015,Golden State,.571,.540,164.4,24.1,74.5,50.1,65.9,13.1,9.4,9.3,1.3,76.0,111.6,101.3,10.2,"8,079.3",98.3,2015,Golden State2015
1,Golden State,82,48.5,114.9,42.5,87.3,.487,13.1,31.6,.416,16.7,21.8,.763,10.0,36.2,46.2,28.9,8.4,6.1,15.2,20.7,2016,Golden State2016,Golden State,.593,.563,166.6,23.5,76.0,51.3,68.0,13.5,8.3,9.2,1.3,79.4,114.5,103.8,10.7,"8,228.3",99.3,2016,Golden State2016
1,Golden State,82,48.2,115.9,43.1,87.1,.495,12.0,31.2,.383,17.8,22.6,.788,9.4,35.0,44.4,30.4,9.6,6.8,14.8,19.3,2017,Golden State2017,Golden State,.597,.563,166.6,22.8,74.9,50.5,70.5,13.2,9.5,11.0,1.3,83.0,115.6,104.0,11.6,"8,220.3",99.7,2017,Golden State2017
1,Golden State,82,48.1,113.5,42.8,85.1,.503,11.3,28.9,.391,16.6,20.3,.815,8.4,35.1,43.5,29.3,8.0,7.5,15.6,19.6,2018,Golden State2018,Golden State,.603,.569,170.9,21.0,76.3,50.6,68.5,14.3,8.0,12.3,1.3,79.8,113.5,107.5,6.0,"8,198.1",99.7,2018,Golden State2018
2,Golden State,82,48.3,117.7,44.0,89.8,.491,13.3,34.4,.385,16.3,20.4,.801,9.7,36.5,46.2,29.4,7.6,6.4,14.3,21.4,2019,Golden State2019,Golden State,.596,.565,167.6,22.5,77.1,51.0,66.8,12.6,7.5,11.1,1.3,81.4,115.9,109.5,6.4,"8,325.9",100.9,2019,Golden State2019
28,Golden State,65,48.4,106.3,38.6,88.1,.438,10.4,31.3,.334,18.7,23.2,.803,10.0,32.9,42.8,25.6,8.2,4.6,14.9,20.1,2020,Golden State2020,Golden State,.541,.497,157.5,21.5,76.4,48.0,66.3,13.2,8.1,8.5,1.2,65.8,105.2,113.8,-8.6,"6,572.2",100.3,2020,Golden State2020
12,Golden State,72,48.1,113.7,41.3,88.2,.468,14.6,38.7,.376,16.6,21.1,.785,8.0,35.1,43.0,27.7,8.2,4.8,15.0,21.2,2021,Golden State2021,Golden State,.583,.551,162.9,17.9,76.6,47.6,67.0,13.3,8.0,8.7,1.3,74.0,111.1,110.1,1.0,"7,368.3",102.2,2021,Golden State2021
15,Golden State,82,48.1,111.0,40.5,86.4,.469,14.3,39.4,.364,15.6,20.3,.769,9.8,35.7,45.5,27.1,8.8,4.5,14.9,21.0,2022,Golden State2022,Golden State,.582,.552,160.2,22.8,78.7,51.6,66.9,13.5,8.8,9.0,1.3,74.9,112.5,106.9,5.6,"8,092.0",98.4,2022,Golden State2022
2,Golden State,82,48.4,118.9,43.1,90.2,.479,16.6,43.2,.385,16.0,20.2,.794,10.5,34.1,44.6,29.8,7.2,3.9,16.3,21.4,2023,Golden State2023,Golden State,.600,.571,165.8,24.4,76.0,50.7,69.1,14.1,7.0,7.2,1.3,77.6,116.2,114.4,1.8,"8,394.4",101.6,2023,Golden State2023
