,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF,Season,ID,Team,TS%,eFG%,Total S%,ORB%,DRB%,TRB%,AST%,TOV%,STL%,BLK%,PPS,FIC40,ORtg,DRtg,eDiff,Poss,Pace,Season,ID
16,New York,82,48.5,92.0,35.1,79.4,.442,5.0,13.6,.364,16.8,21.1,.793,11.6,31.0,42.6,20.7,7.4,4.8,15.7,23.1,2004,New York2004,New York,.518,.474,160.0,28.0,72.8,50.7,58.8,15.0,8.2,7.4,1.2,53.6,101.8,103.4,-1.6,"7,411.9",89.5,2004,New York2004
14,New York,82,48.5,97.3,36.3,80.5,.451,5.4,15.1,.356,19.3,25.1,.767,11.8,29.2,41.0,20.3,7.7,3.2,14.6,23.7,2005,New York2005,New York,.531,.485,157.4,28.3,71.2,49.6,55.9,13.8,8.4,5.0,1.2,54.3,106.3,109.0,-2.7,"7,505.1",90.6,2005,New York2005
20,New York,82,48.6,95.6,34.4,75.7,.455,3.9,10.8,.362,22.9,31.5,.726,12.6,28.8,41.4,17.9,6.8,3.3,17.3,26.3,2006,New York2006,New York,.534,.481,154.3,31.2,72.8,51.8,52.0,16.2,7.4,5.6,1.3,48.4,104.4,111.4,-7.0,"7,507.9",90.4,2006,New York2006
16,New York,82,48.8,97.5,35.4,77.5,.457,5.8,16.7,.346,20.9,29.2,.715,12.6,30.7,43.3,18.7,6.6,3.2,17.1,23.6,2007,New York2007,New York,.539,.494,151.8,31.0,74.0,52.7,52.8,15.9,7.2,5.2,1.3,52.1,105.7,108.8,-3.1,"7,563.5",90.7,2007,New York2007
21,New York,82,48.5,96.9,36.2,82.4,.439,6.0,17.7,.337,18.6,25.5,.727,12.5,30.0,42.5,18.7,6.4,2.6,14.5,21.5,2008,New York2008,New York,.518,.475,150.4,28.6,72.7,49.9,51.6,13.4,6.9,4.2,1.2,51.9,104.7,111.9,-7.1,"7,590.2",91.6,2008,New York2008
4,New York,82,48.3,105.2,38.5,86.5,.445,10.0,27.9,.360,18.2,23.2,.784,11.1,31.0,42.1,21.2,7.4,2.5,14.3,20.4,2009,New York2009,New York,.544,.503,159.0,24.4,72.7,47.8,55.1,12.9,7.7,3.8,1.2,60.2,108.1,110.8,-2.7,"7,979.7",96.7,2009,New York2009
10,New York,82,48.5,102.1,38.1,83.9,.455,9.1,26.2,.346,16.8,21.5,.782,10.2,30.2,40.4,21.6,7.1,3.7,14.0,20.0,2010,New York2010,New York,.547,.509,158.3,23.5,72.1,47.4,56.7,13.0,7.5,5.7,1.2,59.8,107.6,111.6,-4.0,"7,783.9",94.0,2010,New York2010
2,New York,82,48.2,106.5,38.3,83.7,.457,9.3,25.4,.368,20.6,25.5,.809,10.3,30.1,40.5,21.4,7.6,5.8,13.7,21.3,2011,New York2011,New York,.561,.513,163.4,24.2,71.9,47.9,56.0,12.6,7.9,8.8,1.3,64.3,110.9,110.1,0.8,"7,877.0",95.6,2011,New York2011
11,New York,66,48.3,97.8,35.8,80.8,.443,7.8,23.3,.336,18.3,24.8,.741,11.3,30.5,41.7,20.1,9.4,4.2,16.0,21.1,2012,New York2012,New York,.533,.492,152.1,26.6,73.7,49.9,56.2,14.9,10.1,6.9,1.2,57.3,104.4,101.0,3.4,"6,187.6",93.2,2012,New York2012
11,New York,82,48.1,100.0,36.5,81.6,.448,10.9,28.9,.376,16.0,21.1,.759,10.9,29.7,40.6,19.3,8.2,3.6,12.0,20.1,2013,New York2013,New York,.550,.515,158.3,25.6,74.7,49.3,52.7,11.7,9.1,6.4,1.2,60.6,111.1,106.3,4.7,"7,380.5",89.8,2013,New York2013
20,New York,82,48.4,98.6,36.9,82.2,.449,9.3,24.9,.372,15.5,20.4,.761,10.6,29.7,40.3,20.0,7.7,4.5,13.0,22.1,2014,New York2014,New York,.541,.505,158.3,25.1,74.3,49.0,54.2,12.5,8.5,8.2,1.2,58.1,108.3,109.1,-0.9,"7,467.4",90.3,2014,New York2014
30,New York,82,48.4,91.9,35.1,82.0,.428,6.8,19.7,.347,14.8,19.2,.769,10.6,29.8,40.4,21.3,7.0,4.7,14.7,21.6,2015,New York2015,New York,.508,.470,154.4,24.5,73.1,48.1,60.6,14.0,7.6,8.0,1.1,52.5,99.9,110.0,-10.1,"7,543.6",91.2,2015,New York2015
27,New York,82,48.3,98.4,36.9,84.0,.439,7.4,21.5,.346,17.2,21.4,.805,10.4,34.0,44.4,20.5,5.7,5.7,13.4,19.7,2016,New York2016,New York,.527,.483,159.0,23.7,75.8,50.1,55.7,12.6,6.1,9.0,1.2,59.5,104.6,107.6,-2.9,"7,706.9",93.4,2016,New York2016
18,New York,82,48.4,104.3,39.6,88.5,.447,8.6,24.7,.348,16.6,21.1,.788,12.0,33.2,45.2,21.8,7.1,5.5,13.9,20.3,2017,New York2017,New York,.534,.496,158.3,26.6,74.1,50.3,55.1,12.4,7.3,9.4,1.2,63.9,107.7,111.5,-3.8,"7,940.8",96.0,2017,New York2017
18,New York,82,48.4,104.5,40.7,87.7,.464,8.2,23.3,.352,14.9,19.0,.787,10.5,33.6,44.0,23.3,6.7,5.1,14.8,20.5,2018,New York2018,New York,.544,.510,160.2,24.1,76.7,50.5,57.3,13.4,6.9,9.2,1.2,63.9,106.9,110.6,-3.6,"8,012.5",97.0,2018,New York2018
28,New York,82,48.2,104.6,38.2,88.3,.433,10.0,29.5,.340,18.1,23.9,.759,10.5,34.3,44.7,20.1,6.8,5.1,14.0,20.9,2019,New York2019,New York,.529,.490,153.1,22.1,76.1,48.5,52.5,12.4,6.8,9.0,1.2,60.6,104.5,113.7,-9.2,"8,208.4",99.6,2019,New York2019
29,New York,66,48.4,105.8,40.0,89.3,.447,9.6,28.4,.337,16.3,23.5,.694,12.0,34.5,46.5,22.1,7.6,4.7,14.3,22.2,2020,New York2020,New York,.531,.501,147.9,25.8,78.3,51.3,55.2,12.6,7.7,9.3,1.2,63.6,106.5,113.0,-6.5,"6,558.1",98.6,2020,New York2020
26,New York,72,48.4,107.0,39.4,86.5,.456,11.8,30.0,.392,16.4,20.9,.784,9.7,35.5,45.1,21.4,7.0,5.1,12.9,20.5,2021,New York2021,New York,.559,.524,163.2,21.9,78.6,50.6,54.3,11.9,7.3,10.0,1.2,66.9,110.6,108.2,2.4,"6,967.4",95.9,2021,New York2021
26,New York,82,48.2,106.5,37.7,86.2,.437,13.2,36.9,.357,18.0,24.1,.744,11.5,34.6,46.1,21.9,7.0,4.9,13.2,20.4,2022,New York2022,New York,.550,.513,153.8,25.1,78.8,51.4,58.1,12.0,7.2,9.9,1.2,66.7,110.4,110.6,-0.1,"7,906.0",95.9,2022,New York2022
11,New York,82,48.7,116.0,42.0,89.4,.470,12.6,35.7,.354,19.4,25.5,.761,12.6,34.0,46.6,22.9,6.4,4.1,13.0,20.3,2023,New York2023,New York,.577,.541,158.5,28.3,77.1,52.6,54.6,11.4,6.5,8.0,1.3,72.3,117.8,114.9,3.0,"8,073.6",97.1,2023,New York2023
24,Oklahoma City,82,48.3,97.0,36.6,81.9,.447,4.0,11.6,.346,19.8,25.2,.786,12.2,30.5,42.6,20.3,7.4,4.5,16.2,20.2,2009,Oklahoma City2009,Oklahoma City,.521,.471,157.8,28.6,73.9,50.8,55.5,14.9,7.9,6.9,1.2,55.5,102.9,109.4,-6.5,"7,725.1",93.6,2009,Oklahoma City2009
14,Oklahoma City,82,48.3,101.5,37.4,80.8,.462,5.1,15.0,.340,21.7,27.0,.805,11.7,31.8,43.5,20.0,8.0,5.9,15.0,21.3,2010,Oklahoma City2010,Oklahoma City,.547,.494,160.7,28.6,73.6,51.7,53.5,13.9,8.5,9.1,1.3,61.7,108.3,104.6,3.7,"7,681.1",93.1,2010,Oklahoma City2010
5,Oklahoma City,82,48.8,104.8,37.4,80.6,.464,5.9,17.1,.347,24.1,29.3,.823,11.0,31.8,42.8,20.4,8.0,5.9,14.1,22.4,2011,Oklahoma City2011,Oklahoma City,.561,.501,163.4,27.4,73.6,51.3,54.5,13.1,8.4,8.9,1.3,63.3,111.2,107.2,4.0,"7,728.1",92.7,2011,Oklahoma City2011
3,Oklahoma City,66,48.5,103.1,37.3,79.2,.471,7.2,20.0,.358,21.3,26.4,.806,11.0,32.7,43.7,18.5,7.5,8.2,16.3,20.5,2012,Oklahoma City2012,Oklahoma City,.567,.516,163.5,27.8,72.1,51.4,49.7,15.3,8.0,12.3,1.3,63.5,109.8,103.2,6.5,"6,197.2",93.0,2012,Oklahoma City2012
3,Oklahoma City,82,48.4,105.7,38.1,79.3,.481,7.3,19.4,.377,22.2,26.8,.828,10.4,33.2,43.6,21.4,8.3,7.6,15.3,20.2,2013,Oklahoma City2013,Oklahoma City,.580,.527,168.6,26.7,73.4,51.7,56.1,14.4,8.8,12.0,1.3,69.0,112.4,102.6,9.8,"7,712.7",93.3,2013,Oklahoma City2013
5,Oklahoma City,82,48.3,106.2,39.0,82.7,.471,8.1,22.4,.361,20.2,25.0,.806,10.8,33.9,44.7,21.9,8.3,6.1,15.3,22.7,2014,Oklahoma City2014,Oklahoma City,.566,.520,163.8,26.5,75.6,52.2,56.2,14.0,8.6,10.3,1.3,66.7,110.5,103.9,6.6,"7,876.4",95.4,2014,Oklahoma City2014
5,Oklahoma City,82,48.4,104.0,38.8,86.8,.447,7.7,22.7,.339,18.6,24.6,.754,12.8,34.7,47.5,20.5,7.3,5.5,14.7,22.3,2015,Oklahoma City2015,Oklahoma City,.532,.492,154.1,28.9,75.6,52.6,52.8,13.1,7.6,9.0,1.2,62.8,107.8,105.5,2.3,"7,907.7",95.7,2015,Oklahoma City2015
2,Oklahoma City,82,48.4,110.2,41.1,86.4,.476,8.3,23.7,.349,19.7,25.2,.782,13.1,35.6,48.6,23.0,7.4,5.9,15.9,20.6,2016,Oklahoma City2016,Oklahoma City,.565,.524,160.7,31.1,76.0,54.7,55.8,14.0,7.5,9.3,1.3,70.9,113.1,105.6,7.5,"7,989.7",96.7,2016,Oklahoma City2016
11,Oklahoma City,82,48.3,106.6,39.5,87.4,.452,8.4,25.8,.327,19.2,25.8,.745,12.2,34.4,46.6,21.0,7.9,5.0,15.0,20.9,2017,Oklahoma City2017,Oklahoma City,.540,.500,152.4,27.9,79.0,53.4,53.2,13.2,8.0,8.2,1.2,64.4,108.3,107.5,0.8,"8,071.3",97.8,2017,Oklahoma City2017
12,Oklahoma City,82,48.4,107.9,39.9,88.1,.453,10.7,30.4,.354,17.3,24.2,.716,12.5,32.6,45.1,21.3,9.1,5.0,14.1,20.1,2018,Oklahoma City2018,Oklahoma City,.546,.514,152.3,27.7,77.4,51.7,53.5,12.5,9.3,9.4,1.2,66.9,110.5,107.0,3.5,"8,004.9",96.9,2018,Oklahoma City2018
7,Oklahoma City,82,48.4,114.5,42.6,94.0,.454,11.4,32.6,.348,17.8,25.0,.713,12.6,35.5,48.1,23.4,9.3,5.2,14.0,22.4,2019,Oklahoma City2019,Oklahoma City,.545,.514,151.5,26.0,78.2,51.3,54.8,11.7,9.0,9.1,1.2,71.5,110.3,107.0,3.3,"8,508.3",102.8,2019,Oklahoma City2019
21,Oklahoma City,72,48.4,110.4,40.0,85.5,.468,10.7,30.2,.355,19.8,24.8,.796,8.2,34.7,42.9,21.7,7.6,4.9,13.7,19.3,2020,Oklahoma City2020,Oklahoma City,.573,.530,161.8,19.3,76.8,48.9,54.3,12.4,7.7,8.7,1.3,67.8,110.8,108.8,2.0,"7,173.1",98.8,2020,Oklahoma City2020
28,Oklahoma City,72,48.2,105.0,38.8,88.0,.441,11.9,35.1,.339,15.5,21.3,.725,9.9,35.7,45.6,22.1,7.0,4.4,16.1,18.1,2021,Oklahoma City2021,Oklahoma City,.539,.509,150.4,21.2,77.9,49.2,56.8,14.2,6.9,8.1,1.2,63.0,103.5,114.0,-10.5,"7,302.0",101.0,2021,Oklahoma City2021
30,Oklahoma City,82,48.3,103.7,38.3,89.1,.430,12.1,37.4,.323,15.0,19.9,.756,10.4,35.2,45.6,22.2,7.6,4.6,13.9,18.3,2022,Oklahoma City2022,Oklahoma City,.530,.497,150.8,21.8,76.1,48.5,58.0,12.5,7.7,8.9,1.2,64.3,104.6,112.8,-8.2,"8,130.4",98.5,2022,Oklahoma City2022
5,Oklahoma City,82,48.4,117.5,43.1,92.6,.465,12.1,34.1,.356,19.2,23.7,.809,11.4,32.3,43.6,24.4,8.2,4.2,13.0,21.0,2023,Oklahoma City2023,Oklahoma City,.570,.531,163.0,24.7,72.9,48.4,56.7,11.2,8.1,7.9,1.3,72.7,115.2,114.2,1.1,"8,359.7",101.0,2023,Oklahoma City2023
7,Orlando,82.0,48.2,100.1,38.6,85.5,0.452,3.6,10.6,0.338,19.2,26.1,0.735,14.0,31.0,44.9,20.8,9.1,5.7,17.6,24.0,2000,Orlando2000,Orlando,0.516,0.473,152.5,31.7,69.9,50.8,53.9,15.4,9.3,8.3,1.2,57.6,102.4,101.7,0.7,"8,011.0",97.3,2000,Orlando2000
6,Orlando,82,48.7,97.5,36.7,83.8,.438,6.0,16.4,.364,18.0,25.2,.714,13.0,29.9,42.9,22.0,8.2,5.9,15.4,25.3,2001,Orlando2001,Orlando,.513,.474,151.6,29.1,69.8,48.9,59.8,13.9,8.7,8.8,1.2,56.4,103.1,102.0,1.0,"7,753.4",93.3,2001,Orlando2001
4,Orlando,82,48.4,100.5,37.6,84.1,.448,7.6,20.2,.373,17.6,23.4,.754,11.5,29.8,41.2,22.0,8.1,4.7,13.6,20.7,2002,Orlando2002,Orlando,.533,.493,157.6,26.3,69.2,47.6,58.4,12.6,8.6,6.8,1.2,60.6,107.0,105.4,1.7,"7,699.0",93.2,2002,Orlando2002
6,Orlando,82,48.3,98.5,35.9,82.5,.436,6.9,19.4,.357,19.7,25.4,.777,11.7,29.2,40.9,20.4,8.5,3.7,14.4,23.0,2003,Orlando2003,Orlando,.526,.478,157.0,27.0,71.1,48.4,56.9,13.3,9.0,5.6,1.2,55.8,105.2,105.0,0.1,"7,682.1",93.1,2003,Orlando2003
12,Orlando,82,48.4,94.0,35.4,82.5,.429,5.2,15.2,.344,18.0,24.4,.737,12.2,28.7,40.9,19.3,6.7,3.8,13.4,21.3,2004,Orlando2004,Orlando,.504,.461,151.0,28.1,68.7,47.9,54.5,12.6,7.3,5.6,1.1,51.6,103.0,110.7,-7.7,"7,486.8",90.6,2004,Orlando2004
9,Orlando,82,48.1,99.5,37.0,81.5,.454,3.9,11.2,.349,21.6,28.5,.759,12.7,31.0,43.7,19.3,7.7,5.4,16.1,23.6,2005,Orlando2005,Orlando,.529,.478,156.2,29.9,71.3,50.9,52.2,14.7,8.1,8.0,1.2,56.7,104.9,107.3,-2.4,"7,777.7",94.7,2005,Orlando2005
22,Orlando,82,48.5,94.9,35.5,75.2,.472,3.6,9.7,.376,20.3,27.8,.730,10.9,29.3,40.2,18.2,6.5,4.4,14.6,23.3,2006,Orlando2006,Orlando,.543,.496,157.8,28.5,72.5,51.1,51.4,14.3,7.3,7.2,1.3,52.6,106.8,108.0,-1.2,"7,291.6",87.9,2006,Orlando2006
27,Orlando,82,48.2,94.8,35.1,74.3,.472,4.2,11.7,.356,20.5,29.2,.702,11.2,29.5,40.7,18.6,6.9,5.1,17.0,23.2,2007,Orlando2007,Orlando,.544,.500,152.9,29.3,73.7,52.0,53.0,16.3,7.7,8.5,1.3,52.6,104.9,104.1,0.9,"7,405.5",89.9,2007,Orlando2007
6,Orlando,82,48.2,104.5,37.3,78.6,.474,9.8,25.3,.386,20.1,27.9,.721,9.4,32.6,42.0,20.8,6.3,4.1,14.3,20.6,2008,Orlando2008,Orlando,.575,.537,158.2,23.4,74.8,50.2,55.8,13.6,6.8,6.2,1.3,62.6,111.3,105.5,5.8,"7,695.3",93.4,2008,Orlando2008
10,Orlando,82,48.1,101.0,35.7,78.2,.457,10.0,26.2,.381,19.6,27.5,.715,10.0,33.3,43.3,19.4,7.0,5.4,13.9,20.3,2009,Orlando2009,Orlando,.559,.520,155.2,24.0,75.9,50.7,54.4,13.4,7.5,8.0,1.3,62.1,109.2,101.9,7.2,"7,591.1",92.3,2009,Orlando2009
6,Orlando,82,48.1,102.8,36.6,78.0,.470,10.3,27.3,.375,19.2,26.5,.724,9.9,33.4,43.2,19.7,6.2,5.6,14.1,19.9,2010,Orlando2010,Orlando,.573,.536,156.9,24.6,77.4,51.9,53.7,13.6,6.7,8.6,1.3,63.8,111.4,103.3,8.1,"7,565.9",92.0,2010,Orlando2010
16,Orlando,82,48.4,99.2,36.0,78.2,.461,9.4,25.6,.366,17.7,25.6,.692,10.5,32.7,43.2,20.0,6.7,4.7,14.9,20.0,2011,Orlando2011,Orlando,.554,.521,151.9,26.1,76.9,52.1,55.3,14.3,7.2,7.5,1.3,59.9,107.9,102.0,5.9,"7,537.9",91.2,2011,Orlando2011
21,Orlando,66,48.4,94.2,34.5,78.2,.441,10.2,27.0,.375,15.1,22.8,.660,11.2,31.2,42.5,20.0,6.8,4.2,14.9,17.7,2012,Orlando2012,Orlando,.533,.506,147.6,26.5,75.5,50.7,58.1,14.5,7.6,6.7,1.2,56.9,105.0,104.1,0.9,"5,921.7",89.0,2012,Orlando2012
24,Orlando,82,48.2,94.1,37.7,84.2,.448,6.2,18.7,.329,12.5,16.6,.755,10.9,31.9,42.7,22.8,6.4,4.4,14.5,19.4,2013,Orlando2013,Orlando,.514,.485,153.2,25.4,74.6,50.0,60.5,13.7,7.0,7.0,1.1,57.1,101.6,109.1,-7.5,"7,597.2",92.2,2013,Orlando2013
25,Orlando,82,48.7,96.5,36.9,82.7,.445,6.9,19.5,.353,15.9,20.9,.763,9.7,32.4,42.0,21.0,7.7,4.3,14.9,20.5,2014,Orlando2014,Orlando,.525,.487,156.1,22.4,75.5,48.9,57.1,13.9,8.1,6.9,1.2,56.3,101.7,107.4,-5.7,"7,785.5",93.6,2014,Orlando2014
25,Orlando,82,48.2,95.7,37.5,82.8,.453,6.8,19.5,.347,13.9,19.1,.729,10.0,31.8,41.8,20.6,7.9,3.8,14.9,20.9,2015,Orlando2015,Orlando,.524,.494,152.9,23.1,76.0,49.0,55.0,14.0,8.4,6.5,1.2,55.9,101.6,107.7,-6.1,"7,724.7",93.8,2015,Orlando2015
18,Orlando,82,48.5,102.1,39.5,86.8,.455,7.8,22.2,.350,15.2,20.1,.757,10.3,33.0,43.3,23.6,8.2,5.1,14.1,20.7,2016,Orlando2016,Orlando,.533,.500,156.3,23.1,76.5,49.4,59.6,12.8,8.5,8.7,1.2,63.3,105.1,106.8,-1.7,"7,961.3",96.0,2016,Orlando2016
27,Orlando,82,48.3,101.1,38.3,87.0,.440,8.5,26.1,.328,16.0,21.4,.747,9.8,33.3,43.2,22.2,7.1,4.8,13.3,19.3,2017,Orlando2017,Orlando,.524,.489,151.5,21.6,77.4,48.7,58.0,12.1,7.3,8.0,1.2,61.1,103.7,110.5,-6.7,"7,990.7",96.8,2017,Orlando2017
24,Orlando,82,48.1,103.4,38.8,85.9,.452,10.3,29.3,.351,15.5,20.5,.757,8.8,32.8,41.6,23.4,7.6,4.9,14.5,19.3,2018,Orlando2018,Orlando,.545,.512,156.0,20.0,75.6,47.6,60.4,13.3,7.7,8.1,1.2,63.6,105.2,110.1,-4.9,"8,059.3",98.0,2018,Orlando2018
24,Orlando,82,48.2,107.3,40.4,89.1,.454,11.4,32.1,.356,15.0,19.2,.782,10.0,35.4,45.4,25.5,6.6,5.4,13.2,18.6,2019,Orlando2019,Orlando,.550,.518,159.1,22.0,79.7,50.4,63.2,11.9,6.7,9.4,1.2,70.4,108.9,108.1,0.7,"8,083.4",98.1,2019,Orlando2019
24,Orlando,73,48.1,107.3,39.3,88.6,.444,11.1,32.2,.343,17.6,22.7,.774,10.3,34.2,44.5,23.9,8.2,5.4,12.8,18.3,2020,Orlando2020,Orlando,.544,.506,156.1,22.3,79.1,49.8,60.8,11.5,8.3,10.2,1.2,69.7,108.5,109.5,-1.0,"7,218.0",98.6,2020,Orlando2020
29,Orlando,72,48.1,104.0,38.3,89.2,.429,10.9,31.8,.343,16.6,21.4,.775,10.4,35.1,45.4,21.8,6.9,4.4,12.8,17.2,2021,Orlando2021,Orlando,.527,.490,154.7,21.6,78.2,49.0,57.0,11.5,7.0,8.4,1.2,64.4,105.1,114.5,-9.4,"7,122.9",98.6,2021,Orlando2021
29,Orlando,82,48.2,104.2,38.3,88.3,.434,12.2,36.9,.331,15.5,19.7,.787,9.1,35.2,44.3,23.7,6.8,4.5,14.5,19.7,2022,Orlando2022,Orlando,.538,.503,155.1,19.8,77.2,48.4,62.0,13.0,6.8,8.5,1.2,63.7,104.5,112.5,-8.0,"8,177.4",99.2,2022,Orlando2022
26,Orlando,82,48.2,111.4,40.5,86.3,.470,10.8,31.1,.346,19.6,25.0,.784,10.2,33.1,43.2,23.2,7.4,4.7,15.1,20.1,2023,Orlando2023,Orlando,.573,.532,160.0,23.8,77.7,50.7,57.4,13.4,7.4,9.3,1.3,68.3,111.6,114.2,-2.6,"8,184.5",99.3,2023,Orlando2023
23,Philadelphia,82.0,48.4,94.8,36.5,82.6,0.442,2.5,7.8,0.323,19.2,27.1,0.708,14.0,30.1,44.1,22.2,9.6,4.7,15.7,23.6,2000,Philadelphia2000,Philadelphia,0.501,0.457,147.4,31.4,69.9,50.3,60.7,14.2,10.4,7.1,1.1,56.4,101.5,100.0,1.4,"7,657.7",92.7,2000,Philadelphia2000
15,Philadelphia,82,48.4,94.7,35.4,79.1,.447,3.2,9.8,.326,20.7,27.8,.745,13.1,31.7,44.8,20.6,8.4,5.0,15.9,20.4,2001,Philadelphia2001,Philadelphia,.518,.468,151.9,31.3,72.4,52.3,58.3,14.8,9.2,7.5,1.2,57.6,103.5,98.8,4.7,"7,503.3",90.7,2001,Philadelphia2001
26,Philadelphia,82,48.1,91.0,34.2,78.5,.436,2.6,8.7,.299,20.0,25.7,.779,13.3,30.9,44.2,20.0,8.6,4.4,15.3,20.0,2002,Philadelphia2002,Philadelphia,.507,.452,151.4,31.7,72.1,52.1,58.4,14.6,9.6,7.0,1.2,55.4,102.1,100.3,1.8,"7,307.3",88.9,2002,Philadelphia2002
9,Philadelphia,82,48.4,96.8,36.3,81.0,.448,3.0,9.6,.311,21.3,27.5,.775,12.7,29.5,42.2,21.6,10.3,3.5,14.8,22.0,2003,Philadelphia2003,Philadelphia,.520,.466,153.4,30.3,72.7,51.1,59.5,13.7,11.2,5.6,1.2,58.0,105.0,102.5,2.5,"7,564.3",91.4,2003,Philadelphia2003
28,Philadelphia,82,48.4,88.0,32.7,76.3,.428,4.1,12.1,.342,18.4,24.5,.753,11.5,29.4,40.8,20.0,8.0,4.4,15.7,20.7,2004,Philadelphia2004,Philadelphia,.505,.456,152.3,28.2,70.7,49.7,61.1,15.3,9.0,7.1,1.2,50.6,99.3,102.1,-2.8,"7,267.0",87.8,2004,Philadelphia2004
10,Philadelphia,82,48.4,99.1,35.9,82.1,.437,6.2,17.7,.348,21.1,26.8,.789,11.1,30.9,42.0,20.9,9.2,3.9,15.5,22.9,2005,Philadelphia2005,Philadelphia,.528,.475,157.4,25.4,72.7,48.8,58.0,14.2,9.6,6.3,1.2,56.8,103.5,104.2,-0.8,"7,855.6",95.0,2005,Philadelphia2005
8,Philadelphia,82,48.5,99.4,36.6,79.8,.458,4.6,12.6,.364,21.6,28.4,.760,10.6,29.6,40.2,20.2,7.9,4.9,13.8,20.9,2006,Philadelphia2006,Philadelphia,.538,.487,158.2,25.6,71.3,48.5,55.1,13.0,8.5,7.7,1.2,58.0,106.5,108.6,-2.1,"7,649.3",92.2,2006,Philadelphia2006
26,Philadelphia,82,48.5,94.9,35.8,78.1,.458,3.5,10.0,.345,20.0,26.0,.767,11.0,28.7,39.7,20.4,7.2,4.8,15.3,20.4,2007,Philadelphia2007,Philadelphia,.530,.480,156.9,27.2,70.8,49.1,56.9,14.6,7.8,7.6,1.2,54.3,103.6,106.9,-3.3,"7,513.5",90.7,2007,Philadelphia2007
23,Philadelphia,82,48.2,96.6,37.3,81.1,.460,3.7,11.6,.317,18.4,26.1,.706,13.0,28.9,41.9,20.4,8.7,4.9,14.3,19.8,2008,Philadelphia2008,Philadelphia,.522,.482,148.3,31.8,72.0,51.7,54.7,13.4,9.6,8.1,1.2,58.6,106.5,106.0,0.5,"7,442.9",90.4,2008,Philadelphia2008
22,Philadelphia,82,48.2,97.4,36.5,79.7,.459,4.2,13.1,.318,20.1,27.0,.745,12.7,28.5,41.2,20.1,8.0,5.1,14.1,20.1,2009,Philadelphia2009,Philadelphia,.532,.485,152.2,31.3,71.4,51.2,55.0,13.4,8.9,8.5,1.2,58.6,107.9,107.8,0.1,"7,404.4",90.0,2009,Philadelphia2009
22,Philadelphia,82,48.3,97.7,37.6,81.8,.460,5.8,16.8,.343,16.7,22.0,.756,11.5,29.5,41.0,21.0,8.1,5.4,14.5,20.5,2010,Philadelphia2010,Philadelphia,.534,.496,155.9,27.6,73.2,50.0,55.8,13.7,8.8,8.7,1.2,59.2,106.1,110.3,-4.2,"7,556.2",91.6,2010,Philadelphia2010
18,Philadelphia,82,48.6,99.0,38.1,82.6,.461,5.4,15.2,.355,17.4,22.6,.770,10.4,31.4,41.8,22.7,7.6,4.3,13.0,19.4,2011,Philadelphia2011,Philadelphia,.535,.494,158.7,24.6,74.5,49.6,59.6,12.3,8.2,6.7,1.2,61.3,106.6,105.0,1.6,"7,613.7",91.7,2011,Philadelphia2011
23,Philadelphia,66,48.2,93.6,37.4,83.6,.448,5.3,14.6,.362,13.5,18.2,.742,10.7,32.5,43.2,22.0,8.0,5.2,11.2,17.5,2012,Philadelphia2012,Philadelphia,.511,.480,155.2,24.4,75.2,49.7,58.8,10.9,8.8,8.0,1.1,61.7,103.9,99.2,4.7,"5,946.7",89.7,2012,Philadelphia2012
30,Philadelphia,82,48.2,93.2,37.3,84.1,.444,6.3,17.5,.360,12.2,16.8,.729,10.9,30.4,41.3,22.8,7.4,4.7,13.0,18.4,2013,Philadelphia2013,Philadelphia,.509,.481,153.3,24.9,73.4,48.4,61.0,12.5,8.1,7.6,1.1,58.3,102.0,105.7,-3.7,"7,490.7",91.0,2013,Philadelphia2013
19,Philadelphia,82,48.4,99.5,37.9,87.2,.435,7.0,22.5,.312,16.6,23.4,.710,11.6,31.2,42.7,21.8,9.3,4.0,16.9,22.5,2014,Philadelphia2014,Philadelphia,.510,.475,145.7,24.8,72.4,47.7,57.6,14.8,9.4,6.6,1.1,55.6,99.4,109.9,-10.4,"8,202.9",99.2,2014,Philadelphia2014
29,Philadelphia,82,48.3,92.0,33.7,82.6,.408,8.4,26.3,.320,16.1,23.8,.676,11.9,30.9,42.9,20.5,9.6,5.9,17.7,21.7,2015,Philadelphia2015,Philadelphia,.494,.459,140.4,25.5,73.0,48.1,60.9,16.0,10.0,9.9,1.1,52.8,95.5,104.8,-9.3,"7,899.2",95.7,2015,Philadelphia2015
29,Philadelphia,82,48.3,97.4,36.2,84.0,.431,9.3,27.5,.339,15.7,22.6,.694,9.5,31.8,41.2,21.5,8.3,6.0,16.4,21.7,2016,Philadelphia2016,Philadelphia,.519,.487,146.4,20.6,74.0,46.4,59.4,14.8,8.4,9.5,1.2,56.2,98.8,109.2,-10.4,"8,082.7",97.9,2016,Philadelphia2016
25,Philadelphia,82,48.4,102.4,37.7,85.3,.442,10.1,29.8,.340,17.0,22.0,.771,9.8,33.0,42.8,23.8,8.4,5.1,16.6,21.9,2017,Philadelphia2017,Philadelphia,.539,.501,155.3,22.4,75.3,48.8,63.1,14.9,8.5,8.4,1.2,61.7,103.2,109.0,-5.7,"8,137.8",98.5,2017,Philadelphia2017
